,Part_id,NT_EASY,NT_MEDIUM,NT_HARD,TR_EASY,TR_MEDIUM,TR_HARD,RTM_EASY,RTM_MEDIUM,RTM_HARD,RFRF_EASY,RFRF_MEDIUM,RFRF_HARD,RV_AVG_DUR_EASY_CORR,RV_AVG_DUR_MEDIUM_CORR,RV_AVG_DUR_HARD_CORR,RV_AVG_DUR_EASY_SMALL_ERROR,RV_AVG_DUR_MEDIUM_SMALL_ERROR,RV_AVG_DUR_HARD_SMALL_ERROR,RV_AVG_DUR_EASY_BIG_ERROR,RV_AVG_DUR_MEDIUM_BIG_ERROR,RV_AVG_DUR_HARD_BIG_ERROR,RV_AVG_DUR_EASY_CONTROL,RV_AVG_DUR_MEDIUM_CONTROL,RV_AVG_DUR_HARD_CONTROL,RV_SUM_FIX_EASY_CORR,RV_SUM_FIX_MEDIUM_CORR,RV_SUM_FIX_HARD_CORR,RV_SUM_FIX_EASY_SMALL_ERROR,RV_SUM_FIX_MEDIUM_SMALL_ERROR,RV_SUM_FIX_HARD_SMALL_ERROR,RV_SUM_FIX_EASY_BIG_ERROR,RV_SUM_FIX_MEDIUM_BIG_ERROR,RV_SUM_FIX_HARD_BIG_ERROR,RV_SUM_FIX_EASY_CONTROL,RV_SUM_FIX_MEDIUM_CONTROL,RV_SUM_FIX_HARD_CONTROL,AVG_PUP_SIZE_EASY,AVG_PUP_SIZE_MEDIUM,AVG_PUP_SIZE_HARD,MEAN_CORR_EASY,MEAN_CORR_MEDIUM,MEAN_CORR_HARD,MEAN_RT_EASY,MEAN_RT_MEDIUM,MEAN_RT_HARD,PERC_CORR_EASY,PERC_CORR_MEDIUM,PERC_CORR_HARD,PERC_SMALL_ERROR_EASY,PERC_SMALL_ERROR_MEDIUM,PERC_SMALL_ERROR_HARD,PERC_BIG_ERROR_EASY,PERC_BIG_ERROR_MEDIUM,PERC_BIG_ERROR_HARD,PERC_CONTROL_EASY,PERC_CONTROL_MEDIUM,PERC_CONTROL_HARD,RM
0,25,277,317,271,0.31105975021044874,0.3780848643472775,0.26829829228009155,0.44347462929281434,0.4497051104645951,0.41431493520818696,0.08193111687853552,0.06251400656119308,0.10386708021395293,1980.1818181818182,2719.4,1949.8181818181818,2722.4,3076.1875,2508.0526315789475,1282.8947368421052,1628.7727272727273,1837.5882352941176,1329.4545454545455,1729.625,2324.777777777778,214.0,216.0,265.0,88.5,243.5,182.0,174.5,209.5,210.5,95.0,151.0,196.0,1183.414470378582,1176.6443611074321,1181.2313469124535,0.5714285714285714,0.35714285714285715,0.42857142857142855,63.607439639259596,59.88829302105911,72.14784221188727,0.5714285714285714,0.35714285714285715,0.42857142857142855,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.6320937263794406
1,36,108,180,210,0.23132633829831462,0.24106081392058848,0.21310171912258205,0.49534465716558457,0.49987843523991626,0.46831335271387736,0.11426235965612863,0.13348742570852587,0.08602003107896683,298.1,1857.888888888889,2726.090909090909,1108.6,2024.235294117647,2518.2,1615.5882352941176,1646.8333333333333,3153.6666666666665,1137.3333333333333,3220.5,3022.0,142.0,211.0,226.0,71.5,127.5,182.5,36.0,76.5,179.5,26.0,55.0,79.0,1188.6166919966033,1174.1672012459364,1182.5093408792468,0.9285714285714286,1.0,0.7857142857142857,33.348064777377395,53.335681764429474,70.38892066080227,0.9285714285714286,1.0,0.7857142857142857,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0,0.9706198034769462
2,115,176,176,209,0.12873577984121903,0.15960708482671437,0.1487876510876519,0.2440596320735256,0.3192295862468495,0.32882426841689455,0.0790342599296793,0.0707195414547822,0.08090702276775383,3301.8333333333335,2564.909090909091,3921.909090909091,2799.266666666667,3694.8,2245.8888888888887,3038.35,2813.4210526315787,3424.277777777778,3204.3333333333335,4402.818181818182,3431.5555555555557,205.0,353.0,193.0,198.5,203.5,193.5,193.0,197.5,197.0,210.0,111.0,159.0,1405.1176063887826,1420.3792773859223,1402.966282703534,0.35714285714285715,0.42857142857142855,0.07142857142857142,97.65294921842244,78.76485298304513,100.33474767188103,0.35714285714285715,0.42857142857142855,0.07142857142857142,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.14285714285714285,0.5,0.0,0.0,0.07142857142857142,0.7178004535147392
3,131,176,556,569,0.38754963000517867,0.4271199358587879,0.3903035191154764,0.40439702897773333,0.401444343023881,0.421245190715232,0.10739528724211689,0.07658890375033327,0.035798858276129344,493.4,3256.285714285714,4156.111111111111,1168.8,3097.1739130434785,3457.45,1003.7058823529412,5010.4375,3606.6470588235293,2336.8888888888887,4672.6,4175.8,188.0,411.0,347.0,72.5,475.5,287.0,87.5,126.5,318.0,70.0,89.0,230.0,1626.9848636470358,1623.1888281663562,1645.8160386701124,1.0,0.42857142857142855,0.35714285714285715,32.43824170664435,92.98157819403643,104.13141350855312,1.0,0.42857142857142855,0.35714285714285715,0.0,0.5714285714285714,0.07142857142857142,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.9502116402116402
4,59,88,146,96,0.14852785746736114,0.17459103230637407,0.13984933879314307,0.364327019651502,0.3681885705543749,0.39153735923031924,0.09181722097982326,0.1131409680794724,0.12750909140859396,1186.375,2099.25,871.8888888888889,1344.2105263157894,2432.1052631578946,1441.55,1020.5263157894736,2703.8,2275.6,1359.7,2822.4444444444443,1602.5833333333333,128.0,189.0,118.0,86.0,195.5,116.0,72.0,113.0,110.0,67.0,96.0,93.0,1103.5447883387826,1114.2867745179042,1110.8413249930038,0.7142857142857143,0.21428571428571427,0.14285714285714285,42.32010339942839,59.731426584793134,49.03235808133166,0.7142857142857143,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.6428571428571429,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.7544595616024188
5,128,180,162,181,0.17661148849040378,0.1617218396163716,0.22612022632747314,0.36455260396746697,0.3385906265938494,0.3517893529957577,0.0947805176482473,0.07646947306452889,0.1136910010880204,1583.3,1625.7777777777778,1591.125,2265.3888888888887,893.9375,1748.3157894736842,2186.1875,2776.3333333333335,1296.875,1901.3333333333333,2322.2,1908.6153846153845,224.0,97.0,82.0,110.0,111.0,87.0,88.0,96.0,90.5,103.0,99.0,161.0,1040.5187171918565,1030.3020213922691,1043.4402761562067,0.6428571428571429,0.21428571428571427,0.21428571428571427,72.79901758962556,71.55142805002548,57.175652256105295,0.6428571428571429,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.5,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.5,0.0,0.0,0.07142857142857142,0.7640891912320482
6,81,133,186,176,0.1955566367049568,0.1493165626268833,0.1529106100841063,0.2523753969469842,0.23221615486466682,0.21033983870438763,0.20392587261566816,0.10595535395092377,0.10744837432347545,1404.090909090909,2217.222222222222,1674.3333333333333,1110.55,2455.5454545454545,3464.6363636363635,1631.1875,2307.0555555555557,2465.8823529411766,1631.111111111111,2780.714285714286,2794.25,159.0,270.0,243.0,98.0,171.0,174.0,71.5,109.0,160.0,72.0,97.0,105.0,1180.2669197861408,1206.736772515181,1209.4822985702278,0.9285714285714286,0.9285714285714286,0.5,48.57927687891762,88.97682917408851,82.21423329953255,0.9285714285714286,0.9285714285714286,0.5,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.07142857142857142,0.9419954648526078
7,37,146,158,188,0.29952802375572773,0.26197288246348355,0.2685436113061905,0.3407049207749141,0.3185009931079617,0.3286616696521673,0.049774992550421,0.023436624643173042,0.06793010627275103,1105.3333333333333,1599.2727272727273,1523.7142857142858,1308.25,1576.3529411764705,1931.2222222222222,1201.0,1401.3157894736842,2119.0434782608695,2077.6666666666665,2506.777777777778,2825.125,222.0,263.0,254.0,112.5,194.5,125.0,57.5,59.0,206.5,75.0,53.0,85.0,1579.4115250640225,1563.694540758531,1594.2592276205262,0.9285714285714286,0.9285714285714286,0.7857142857142857,34.8166802485105,43.07970420292414,50.005179282631744,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0,0.0,0.9674981103552531
8,74,269,284,304,0.2791454771640029,0.32936877413226207,0.28569649985671425,0.3693250320209032,0.4227772945764897,0.32540549396344376,0.07069021951631614,0.10065463347513741,0.04479796301042716,2183.5,2511.714285714286,3455.0,1669.125,2377.6470588235293,2235.1666666666665,1671.15,2606.6190476190477,2880.4210526315787,3634.125,2989.6363636363635,3038.25,332.0,242.0,153.0,132.0,247.5,178.0,99.5,110.5,187.5,93.0,70.0,125.0,1661.4572310131935,1678.2609574721516,1729.2294207891628,0.7857142857142857,0.2857142857142857,0.14285714285714285,68.83251668447052,61.589670542260656,76.00473133264184,0.7857142857142857,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.07142857142857142,0.2857142857142857,0.6428571428571429,0.07142857142857142,0.0,0.0,0.8256916099773242
9,55,108,104,95,0.2765358432425593,0.18631913413518517,0.15990925991254593,0.3480946137157056,0.31129985947690425,0.29228719503425393,0.12852515418111354,0.10580776982715417,0.12461476136679579,413.54545454545456,759.1428571428571,1396.7777777777778,1118.7222222222222,781.1666666666666,1269.15,1547.3125,1861.0,1695.6875,665.7272727272727,2023.8,1641.4545454545455,170.0,274.0,261.0,93.0,221.0,164.0,62.5,59.5,183.5,56.0,66.0,74.0,1427.1437958607476,1430.6499643985605,1405.2308018075817,0.9285714285714286,0.9285714285714286,0.9285714285714286,27.896151268605145,39.87014786780609,42.43478013359189,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.9795918367346937
10,76,241,213,241,0.23481220029640415,0.19443123312440241,0.21010709503130126,0.34850222686813115,0.35211039907483915,0.3530540238147341,0.04177318786517855,0.03192871207617534,0.034442742752703814,1256.5,2763.181818181818,1518.5,2216.0434782608695,2148.8125,2422.5,2398.684210526316,2511.0,3349.6111111111113,2230.75,2814.5,2791.6666666666665,234.0,198.0,303.0,142.5,161.5,152.5,137.5,120.5,143.5,89.0,147.0,105.0,1099.2404198462923,1133.6618747552318,1096.550304377723,0.7857142857142857,0.35714285714285715,0.6428571428571429,73.31086584324012,78.25021458641471,81.93100624098949,0.7857142857142857,0.35714285714285715,0.6428571428571429,0.21428571428571427,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.847891156462585
11,169,201,285,311,0.19549246213618174,0.21857287569500747,0.22562891014872777,0.4454650748522551,0.40759930013027507,0.4118576439233169,0.11942546977961072,0.11512041632263328,0.07982765350959747,1045.8181818181818,3090.1111111111113,2903.1428571428573,1881.0,3129.176470588235,4963.45,2006.5,3991.55,3672.5882352941176,3592.5,4469.5,3702.3333333333335,325.0,381.0,396.0,161.5,283.5,286.5,96.0,134.0,272.0,79.0,113.0,151.0,1201.138056358355,1236.424664116228,1210.9956537468463,0.7142857142857143,0.6428571428571429,0.35714285714285715,73.44090253025483,93.13663826040718,98.45496173182208,0.7142857142857143,0.6428571428571429,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.0,0.42857142857142855,0.0,0.0,0.0,0.8838926681783825
12,40,38,61,52,0.06487244599098724,0.08344453210919887,0.08053685402447683,0.29197210053948874,0.2931037068345837,0.2657437401389958,0.3287940423178994,0.21216661451810878,0.2825620035592226,736.875,480.77777777777777,629.375,406.8181818181818,770.9411764705883,641.5,583.4285714285714,789.8947368421053,527.96,344.8,1463.8181818181818,1146.5555555555557,43.0,92.0,60.0,50.0,55.0,44.5,30.0,56.5,48.0,31.0,53.0,33.0,1458.6749534205642,1483.3782993073712,1520.3260604529917,0.42857142857142855,0.42857142857142855,0.21428571428571427,41.84034797551509,52.2160379716783,46.11908124890085,0.42857142857142855,0.42857142857142855,0.21428571428571427,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.0,0.0,0.0,0.7851700680272109
13,43,14,36,34,0.012437597694949858,0.03493761680285978,0.03214789118271194,0.11631463684350035,0.12031544737549273,0.1435791007054703,0.16744115896826245,0.10972255605873678,0.083957054402286,836.2727272727273,1263.5454545454545,698.5,954.9285714285714,743.3684210526316,574.6,877.9090909090909,1187.4444444444443,1454.0,642.3333333333334,423.25,342.3333333333333,48.0,99.0,63.0,51.0,62.5,52.0,69.0,64.0,39.5,83.0,73.0,60.0,1371.7103178143493,1363.9570489721798,1345.8857610819111,0.35714285714285715,0.14285714285714285,0.2857142857142857,80.4013785078479,73.60057172583363,75.54372430741066,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.5,0.5,0.5,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.0,0.0,0.07142857142857142,0.688896447467876
14,108,232,210,196,0.23253489892516502,0.2043508509475621,0.169306132178486,0.30961019486286906,0.32220582528476255,0.2524648125092148,0.07892956129551247,0.11216137039008525,0.07771410609031557,1930.7142857142858,1104.2727272727273,1058.142857142857,1471.7727272727273,1870.1176470588234,2011.7142857142858,2200.5882352941176,1714.3333333333333,1594.35,1413.2,2362.6153846153848,1317.625,246.0,214.0,197.0,100.5,128.5,89.0,63.5,86.0,146.0,100.0,61.0,50.0,1980.785410084554,1916.9377829318178,1945.8828050847635,0.8571428571428571,0.6428571428571429,0.7857142857142857,71.26426462447527,73.40316876805718,82.69044847850468,0.8571428571428571,0.6923076923076923,0.7857142857142857,0.07142857142857142,0.23076923076923078,0.0,0.07142857142857142,0.07692307692307693,0.21428571428571427,0.0,0.0,0.0,0.927603561749903
15,107,358,431,476,0.38442998531871675,0.36213692487258536,0.3571458336400134,0.5694116808241453,0.499004517077214,0.5196291805932628,0.0555544281856531,0.0035549914829139414,0.0508265040264877,1709.888888888889,4458.071428571428,4805.0,3180.6315789473683,3436.05,3379.4210526315787,3833.0,3128.846153846154,4100.75,3937.818181818182,5891.444444444444,4393.545454545455,452.0,271.0,238.0,181.5,351.5,249.0,153.0,161.0,263.0,166.0,118.0,187.0,1075.4244416206127,1112.3800692272678,1079.1761322067146,0.7142857142857143,0.21428571428571427,0.07142857142857142,66.51777839397268,85.01125450420712,95.19920659153046,0.7692307692307693,0.21428571428571427,0.07142857142857142,0.15384615384615385,0.7857142857142857,0.2857142857142857,0.0,0.0,0.6428571428571429,0.07692307692307693,0.0,0.0,0.8761285327138986
16,172,135,129,161,0.16506901080541275,0.10772284259788915,0.11695562053050698,0.33675912304424266,0.19806055449775153,0.20390740258417214,0.09459921599246199,0.05810436520002888,0.04474460525823961,1702.5555555555557,1437.2222222222222,1145.7777777777778,1418.6666666666667,1198.9473684210527,1940.5555555555557,1126.0666666666666,1494.2105263157894,1846.7777777777778,1658.1818181818182,2118.4444444444443,1229.7272727272727,120.0,137.0,161.0,148.0,146.0,197.5,148.5,150.0,125.5,183.0,135.0,137.0,1409.980624319823,1442.8226728150512,1370.3598540016012,0.9285714285714286,0.7142857142857143,0.6428571428571429,58.4171256361642,85.53697147299629,98.32789521218703,0.9285714285714286,0.7142857142857143,0.6428571428571429,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.9364247921390778
17,162,243,203,231,0.268142343268455,0.2244397550415634,0.24500578317453686,0.3940257939683124,0.4028173964154341,0.3877020301984287,0.10845640532027422,0.20849126505893015,0.11242371428204062,1254.5,1541.7142857142858,2968.0,2658.1,2094.409090909091,2929.294117647059,2033.2631578947369,1919.4444444444443,2947.65,2221.4285714285716,2364.222222222222,1875.75,274.0,244.0,194.0,130.0,187.5,127.0,124.0,92.0,159.0,80.0,63.0,203.0,905.4183700884374,904.3739956956355,918.6079118458052,0.6428571428571429,0.42857142857142855,0.21428571428571427,64.73107770138891,64.6053102192826,67.3453491024159,0.6428571428571429,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.35714285714285715,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.0,0.14285714285714285,0.7647619047619049
18,142,26,33,38,0.042333860191676245,0.04948740166065976,0.045130088577361956,0.16575822958050834,0.1435854464910561,0.13410405820763105,0.051888286791859174,0.02585641755857866,0.0025522252724408116,416.09090909090907,333.0833333333333,421.8,292.1666666666667,529.7058823529412,837.2631578947369,474.11764705882354,945.35,836.875,210.2,308.42857142857144,522.7272727272727,37.0,67.0,48.0,45.5,48.5,52.0,25.5,31.0,61.0,14.0,45.0,31.0,2547.2112139547326,2715.2839017017136,2728.9342570902813,0.8571428571428571,0.7857142857142857,0.2857142857142857,43.86897034038988,47.631170318984005,60.14359377187767,0.8571428571428571,0.7857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.5,0.0,0.0,0.07142857142857142,0.8966439909297053
19,159,291,392,396,0.38285646025795006,0.40629495439274066,0.3849552645197658,0.4032741558137683,0.4080092703482651,0.40781052518674615,0.06228061551783793,0.048901536334703816,0.06737300394648205,2580.6,1833.5,2276.714285714286,2880.6315789473683,3610.285714285714,3045.0,2902.266666666667,3069.25,4339.6,2505.8333333333335,3424.6666666666665,3904.0,291.0,442.0,312.0,163.0,252.0,237.5,141.0,107.0,233.0,116.0,110.0,105.0,1129.4808268003296,1140.5879721149097,1145.6026037829001,0.9285714285714286,1.0,0.7142857142857143,54.29114157224847,68.91545094831304,73.47792560000678,0.9285714285714286,1.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0,0.967694633408919
20,136,30,74,57,0.03863022602231826,0.0646005036129149,0.05226309353957507,0.13534485989179426,0.13878719817411925,0.13721445984720965,0.2577550324371156,0.10684574105664704,0.1540523449307317,600.8,731.1428571428571,1912.125,1084.5,930.9130434782609,1073.35,659.5714285714286,1343.0526315789473,910.2,913.5555555555555,1643.142857142857,791.625,112.0,155.0,106.0,71.0,140.0,112.5,55.0,65.0,81.0,40.0,55.0,77.0,1916.5882348313573,1923.8352015116739,1944.483276164823,0.7142857142857143,0.5,0.14285714285714285,55.470996768673494,81.82156469531868,77.90255600437376,0.7142857142857143,0.5,0.14285714285714285,0.21428571428571427,0.5,0.35714285714285715,0.07142857142857142,0.0,0.42857142857142855,0.0,0.0,0.07142857142857142,0.8546107331821617
21,140,131,219,190,0.238055053016249,0.3295230889083509,0.3216116137370352,0.27237859379007273,0.36055694145965106,0.3325971893852107,0.04410923894552222,0.08936997198955023,0.030444770971970077,1725.857142857143,1036.7142857142858,1495.4,1093.0,1435.2631578947369,1110.111111111111,1410.4,1881.3181818181818,1085.842105263158,1882.5,2790.5,825.7777777777778,84.0,139.0,93.0,82.0,145.0,80.0,111.0,123.5,98.0,68.0,111.0,143.0,1506.6874138588028,1534.8197003697085,1503.9988276016825,0.14285714285714285,0.35714285714285715,0.21428571428571427,39.306634068818376,47.471202077763465,42.19819183061346,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.21428571428571427,0.5,0.07142857142857142,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.21428571428571427,0.0,0.2857142857142857,0.5839984882842025
22,46,215,362,293,0.3190148232325455,0.3139288528578513,0.30248012971611177,0.4197092555536164,0.4093328718894833,0.45054776645601885,0.07765117555455257,0.06983616165923416,0.08230453358913656,1612.2857142857142,1932.6,2317.6,1812.0,3079.5454545454545,3459.4444444444443,1864.04,4462.117647058823,2973.75,2408.1428571428573,3216.285714285714,4293.25,255.0,446.0,310.0,137.5,267.0,194.0,65.5,125.5,231.0,52.0,93.0,124.0,1511.4505967061857,1503.208799153416,1500.6751477557166,0.9285714285714286,0.7142857142857143,0.5714285714285714,48.13927673181596,82.36625153041003,69.18990496405046,0.9285714285714286,0.7142857142857143,0.6153846153846154,0.07142857142857142,0.2857142857142857,0.07692307692307693,0.0,0.0,0.23076923076923078,0.0,0.0,0.07692307692307693,0.9346728610143243
23,28,285,406,403,0.27927339407487894,0.2929126111637378,0.2630076502009479,0.35469582870136795,0.35569258554365435,0.3580395583498587,0.11226888432474721,0.062467582358650825,0.07945702583614246,1098.4285714285713,1820.090909090909,3995.625,1877.25,4160.0,3989.6315789473683,3069.157894736842,4856.235294117647,4239.95,2658.7,5344.6,3519.0,401.0,517.0,255.0,116.5,249.5,264.0,77.0,150.5,255.5,73.0,128.0,238.0,2174.3518537781333,2153.0812658741193,2142.8715779658914,1.0,0.8571428571428571,0.42857142857142855,72.8932411359053,99.00563818260811,109.44820146380114,1.0,0.8571428571428571,0.42857142857142855,0.0,0.14285714285714285,0.35714285714285715,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.9713907785336359
24,129,303,295,292,0.37857892489207917,0.39597987011248903,0.3881256823881535,0.36196643187107225,0.3982255457826524,0.3538044726451928,0.060285257841725476,0.04023826632665113,0.09093837906256133,2271.4545454545455,767.0,1100.9,1966.875,2817.5238095238096,1874.875,2526.9444444444443,2150.2105263157896,2155.4,2096.4545454545455,2824.4444444444443,1577.9,201.0,137.0,135.0,121.5,119.0,101.0,101.5,130.0,113.5,99.0,106.0,69.0,1646.0734504847176,1682.2793799532446,1679.0791488173923,0.7857142857142857,0.35714285714285715,0.42857142857142855,57.16867928933665,53.213383209208715,53.738115779424824,0.7857142857142857,0.38461538461538464,0.42857142857142855,0.14285714285714285,0.5384615384615384,0.2857142857142857,0.0,0.07692307692307693,0.2857142857142857,0.07142857142857142,0.0,0.0,0.8819357336430508
25,119,107,335,294,0.1993019924146284,0.2559916236419813,0.20172517460891706,0.35049583660416317,0.35277556123116083,0.3390979600974405,0.11962962397029836,0.051748515680701414,0.051184675426789096,3400.5,2069.125,4245.090909090909,2121.5789473684213,7025.0,4358.35294117647,1246.1818181818182,5966.0,5327.444444444444,1690.7777777777778,7190.25,5421.0,151.0,590.0,470.0,112.0,482.5,325.0,135.5,184.5,296.5,129.0,214.0,288.0,1235.8324129937248,1263.1540132574385,1265.8225705181162,0.9285714285714286,0.6428571428571429,0.7142857142857143,38.348122114890465,93.47404062734836,104.10202911318594,0.9285714285714286,0.6428571428571429,0.7142857142857143,0.0,0.35714285714285715,0.14285714285714285,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,0.948798185941043
